place_id,nombre,rating,reseñas,price_level,lat,lon,address,types
ChIJPZbwkC2fP44RqmZ_0iJf4vA,Texaco Tunal,4.2,972,,4.5790025,-74.127715,"Cl. 46 Sur # 24a-09, Bogotá","gas_station,point_of_interest,establishment"
ChIJH8EYXhSbP44RztZv0sD0KCM,Primax La Europa,4.0,454,,4.6834565,-74.0973102,"Av. Boyacá #86, Bogotá","gas_station,point_of_interest,establishment"
ChIJF3BtvjGaP44R20rum8Gvimg,TEXACO,4.0,264,,4.6404014,-74.0698675,"Cra. 17 #50, Teusaquillo, Bogotá","gas_station,point_of_interest,establishment"
ChIJN0iy3S-aP44RT2l_jvqs8iM,Primax Calle 49,3.8,73,,4.6361548,-74.06682649999999,"Av Caracas #48 -74, Bogotá","gas_station,point_of_interest,establishment"
ChIJSa5-Mf-YP44RUIdygOzgAyM,terpel Buenos aires,4.2,265,,4.5823639,-74.0790038,"Cl. 1 #2-1 a 2-69, Bogotá","gas_station,point_of_interest,establishment"
ChIJjQ9PQ1mEP44R631wBXQKi4Y,Texaco Pradera de Suba.,4.1,642,,4.751315000000001,-74.0933987,"Cra. 104 #151c84 #151c, Bogotá","gas_station,point_of_interest,establishment"
ChIJ2zydRHGcP44R-b8YUb7zjHo,Calle 13 Service Station,3.9,163,,4.6533655,-74.13127349999999,"Calle 17 # 78 G -11, Bogotá","gas_station,point_of_interest,establishment"
ChIJOR7HNfmaP44Rkos450rhL-c,Texaco,4.3,124,,4.6701022,-74.0708578,"Nqs, Barrios Unidos, Bogotá","gas_station,point_of_interest,establishment"
ChIJ4SDovayZP44RgdCwlR0cnTs,Gasolinera,4.4,172,,4.5895724,-74.07111689999999,"La Candelaria, Bogotá, Bogota","gas_station,point_of_interest,establishment"
ChIJrY3wqyeZP44RNMEDkv2iTN4,Distracom Petrobras Av Primera de Mayo,4.4,237,,4.5897353,-74.1098414,"Ac. 22 Sur, Bogotá","gas_station,point_of_interest,establishment"
ChIJjz8t0xuGP44Rk8epNwSBlt8,Texaco Antares,4.2,123,,4.7999212,-74.0391513,"I-autonorte #222-79, Suba, Bogotá","gas_station,point_of_interest,establishment"
ChIJ5QhkmueYP44Rn6_N08kWZ7c,Primax - EDS COESCO ESPIRITU SANTO,4.2,363,,4.5794351,-74.09938369999999,"Cl. 22 Sur #No. 12 B 94, Antonio Nariño, Bogotá, Cundinamarca","gas_station,point_of_interest,establishment"
ChIJ92cNXuOYP44RtaLV4jkK4Gk,Texaco 29 Combustibles,4.2,148,,4.582954,-74.089753,"Ak. 10 #8, Bogotá","gas_station,point_of_interest,establishment"
ChIJL6XTP6OeP44R6-I-WuPfJUQ,Terpel,4.3,212,,4.6195721,-74.14317729999999,"1 De Mayo #35-09, Kennedy, Bogotá","gas_station,point_of_interest,establishment"
ChIJr-u5YM-EP44ReEeJ6Sbtryk,Estación de Servicio Petrobras Juan Amarillo,4.1,476,,4.716756999999999,-74.09308899999999,"Avenida Carrera 91, Bogotá","gas_station,point_of_interest,establishment"
ChIJx5SPl1ibP44R3hW7jWtNzYM,EDS Terpel Álamos,4.2,686,,4.694121,-74.123222,"Cra. 98 #7, Bogotá","gas_station,point_of_interest,establishment"
ChIJD1vYbFeZP44RB_tX538dntg,EDS Terpel Américas,4.2,258,,4.6250298,-74.0937762,"TV 39 Bis A, Av. de las Américas, Bogotá","gas_station,point_of_interest,establishment"
