place_id,nombre,rating,reseñas,price_level,lat,lon,address,types,nearest_node,betweenness_vial,tipo_via,distancia_via,peso_tipo_via,IIV,dist_norm,bet_norm,peso_norm
ChIJN0iy3S-aP44RT2l_jvqs8iM,Primax Calle 49,3.8,73,,4.6361548,-74.06682649999999,"Av Caracas #48 -74, Bogotá","gas_station,point_of_interest,establishment",12483781936,0.0,tertiary,31.777258811434493,1,0.012203583048270596,0.03050895762067649,0.0,0.0
ChIJSa5-Mf-YP44RUIdygOzgAyM,terpel Buenos aires,4.2,265,,4.5823639,-74.0790038,"Cl. 1 #2-1 a 2-69, Bogotá","gas_station,point_of_interest,establishment",1315445499,0.01789049919484702,tertiary,12.740205321262042,1,0.11096331643014408,0.07277911622270793,0.27283889980353637,0.0
ChIJjQ9PQ1mEP44R631wBXQKi4Y,Texaco Pradera de Suba.,4.1,642,,4.751315000000001,-74.0933987,"Cra. 104 #151c84 #151c, Bogotá","gas_station,point_of_interest,establishment",1353938725,0.0019082125603864734,primary,24.50944791696888,3,0.22441081842950247,0.03920116198731217,0.029101178781925342,0.6666666666666666
ChIJ2zydRHGcP44R-b8YUb7zjHo,Calle 13 Service Station,3.9,163,,4.6533655,-74.13127349999999,"Calle 17 # 78 G -11, Bogotá","gas_station,point_of_interest,establishment",4224415891,0.013966720343531937,primary,65.63901256603913,3,0.2699022934382422,0.015006224754741107,0.21299934512115257,0.6666666666666666
ChIJOR7HNfmaP44Rkos450rhL-c,Texaco,4.3,124,,4.6701022,-74.0708578,"Nqs, Barrios Unidos, Bogotá","gas_station,point_of_interest,establishment",930040906,0.0005555555555555556,trunk,19.24073858519229,4,0.32230387322945375,0.04940531175732785,0.008472495088408645,1.0
ChIJ4SDovayZP44RgdCwlR0cnTs,Gasolinera,4.4,172,,4.5895724,-74.07111689999999,"La Candelaria, Bogotá, Bogota","gas_station,point_of_interest,establishment",7132294689,0.0004347826086956522,tertiary,29.803441035397924,1,0.014974756713977307,0.03246390553739906,0.00663064833005894,0.0
ChIJrY3wqyeZP44RNMEDkv2iTN4,Distracom Petrobras Av Primera de Mayo,4.4,237,,4.5897353,-74.1098414,"Ac. 22 Sur, Bogotá","gas_station,point_of_interest,establishment",13269538583,0.008397745571658614,primary,37.28106953683778,3,0.2488699522291938,0.026122572125047407,0.12806974459724949,0.6666666666666666
ChIJjz8t0xuGP44Rk8epNwSBlt8,Texaco Antares,4.2,123,,4.7999212,-74.0391513,"I-autonorte #222-79, Suba, Bogotá","gas_station,point_of_interest,establishment",267416278,0.021003757380568974,trunk,53.036524623271994,4,0.4034976854298602,0.01850600139390401,0.3203176162409954,1.0
ChIJ5QhkmueYP44Rn6_N08kWZ7c,Primax - EDS COESCO ESPIRITU SANTO,4.2,363,,4.5794351,-74.09938369999999,"Cl. 22 Sur #No. 12 B 94, Antonio Nariño, Bogotá, Cundinamarca","gas_station,point_of_interest,establishment",308856817,0.004533011272141707,primary,14.622243491032272,3,0.24634371156019486,0.06401129265294296,0.06913064833005894,0.6666666666666666
ChIJ92cNXuOYP44RtaLV4jkK4Gk,Texaco 29 Combustibles,4.2,148,,4.582954,-74.089753,"Ak. 10 #8, Bogotá","gas_station,point_of_interest,establishment",266529295,0.005365002683843264,primary,28.156031709070778,3,0.23826496593838195,0.03429822034693728,0.08181892599869024,0.6666666666666666
ChIJL6XTP6OeP44R6-I-WuPfJUQ,Terpel,4.3,212,,4.6195721,-74.14317729999999,"1 De Mayo #35-09, Kennedy, Bogotá","gas_station,point_of_interest,establishment",12088113486,0.007447665056360709,primary,22.49098035769795,3,0.25110197714753296,0.04256953029515866,0.11358055009823183,0.6666666666666666
ChIJr-u5YM-EP44ReEeJ6Sbtryk,Estación de Servicio Petrobras Juan Amarillo,4.1,476,,4.716756999999999,-74.09308899999999,"Avenida Carrera 91, Bogotá","gas_station,point_of_interest,establishment",2350027952,0.021948470209339776,secondary,19.39377502026016,2,0.22003131348499497,0.04903457054942264,0.33472495088408644,0.3333333333333333
ChIJx5SPl1ibP44R3hW7jWtNzYM,EDS Terpel Álamos,4.2,686,,4.694121,-74.123222,"Cra. 98 #7, Bogotá","gas_station,point_of_interest,establishment",312491300,0.0008615136876006441,secondary,15.136813403798351,2,0.12872959354234945,0.06197010369870274,0.013138506876227897,0.3333333333333333
ChIJD1vYbFeZP44RB_tX538dntg,EDS Terpel Américas,4.2,258,,4.6250298,-74.0937762,"TV 39 Bis A, Av. de las Américas, Bogotá","gas_station,point_of_interest,establishment",262567593,0.010665593129361245,primary,7.1391658963602485,3,0.29794174514174726,0.1228627125596727,0.16265553372626063,0.6666666666666666
